"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006006","GO:0006006","glucose metabolic process","43/2489","206/18860",0.20873786407767,1.58167782904976,3.27313794640727,0.00139299819765267,0.025440103035681,0.0221851962914441,"8864/5166/283871/5230/9563/2908/3667/5160/3939/2821/388962/7167/7874/1642/2597/347/9852/5223/6097/4485/51094/55276/11091/8445/3099/57818/2023/2819/2171/2308/32/5163/3487/3953/2931/10580/51422/10165/25948/10269/5467/2805/3607",43
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","43/2489","206/18860",0.20873786407767,1.58167782904976,3.27313794640727,0.00139299819765267,0.025440103035681,0.0221851962914441,"8626/1869/898/60/6241/51270/5310/81610/2146/596/990/9928/5933/86/6240/1029/7027/1981/1032/6597/3398/9134/1031/5977/55159/5591/51499/8451/51692/91607/5311/5721/5515/81853/4291/29117/6601/301/144455/3624/5962/5728/1022",43
"GO:0009411","GO:0009411","response to UV","35/2489","159/18860",0.220125786163522,1.66796798997349,3.29804040739679,0.0014429315377363,0.0261937571940418,0.0228424249754493,"1153/4311/55872/596/2237/5608/51514/1642/5111/142/578/4436/7319/54962/9978/5295/7398/545/1032/1965/9538/51426/170506/1387/51499/836/3150/8451/2956/2876/5796/1291/5609/7528/5429",35
"GO:0071456","GO:0071456","cellular response to hypoxia","35/2489","159/18860",0.220125786163522,1.66796798997349,3.29804040739679,0.0014429315377363,0.0261937571940418,0.0228424249754493,"8614/1869/891/5230/890/79723/1788/596/5034/4841/9131/6839/2023/10397/5770/7422/64506/27113/101/26355/5163/2353/114990/4985/6422/6547/3654/3091/3624/5467/4000/51142/26608/29979/5604",35
"GO:0000380","GO:0000380","alternative mRNA splicing, via spliceosome","22/2489","86/18860",0.255813953488372,1.93838937838116,3.40085469401346,0.00145701171250489,0.0262914501554987,0.0229276187155522,"4857/11030/3192/10181/11171/4686/1660/4670/10921/3191/10521/6421/22827/10286/54502/22916/84991/91746/11100/221092/79005/4116",22
"GO:0010569","GO:0010569","regulation of double-strand break repair via homologous recombination","22/2489","86/18860",0.255813953488372,1.93838937838116,3.40085469401346,0.00145701171250489,0.0262914501554987,0.0229276187155522,"60/5888/10635/8914/1111/63979/142/10097/5347/86/10459/6502/10721/9643/1387/6944/8089/708/2521/151987/64110/55183",22
"GO:0006984","GO:0006984","ER-nucleus signaling pathway","16/2489","55/18860",0.290909090909091,2.20431717739874,3.48754428490627,0.00149450745769775,0.0268249104728232,0.0233928260237514,"10959/1388/57003/2932/55161/5770/1965/7494/6721/488/4690/10613/54499/1649/55210/6720",16
"GO:0036293","GO:0036293","response to decreased oxygen levels","63/2489","330/18860",0.190909090909091,1.44658314766792,3.19121279824562,0.00149544993041214,0.0268249104728232,0.0233928260237514,"8614/1869/891/3297/5230/3673/5327/890/79723/1788/596/5243/5034/18/3778/5352/6513/7184/4841/9131/6839/3099/2023/1137/5885/10397/4842/5770/7422/3764/3708/64506/27113/101/26355/7248/10038/5163/7037/6387/1387/836/2353/114990/4323/4985/6422/6547/7019/3654/3091/1291/3624/5467/4000/51142/7852/26608/29979/5604/4017/54541/4929",63
"GO:0030879","GO:0030879","mammary gland development","32/2489","142/18860",0.225352112676056,1.70756964446381,3.30002946773795,0.00150766091665549,0.0268843959916885,0.0234447007315966,"2066/2099/2737/1036/3673/2908/1051/3202/2625/64478/5243/90780/5241/4830/6583/1029/3099/7422/84876/3398/7494/3084/7048/8600/6777/2876/823/6778/3091/11331/3219/4488",32
"GO:0032388","GO:0032388","positive regulation of intracellular transport","32/2489","142/18860",0.225352112676056,1.70756964446381,3.30002946773795,0.00150766091665549,0.0268843959916885,0.0234447007315966,"8655/2737/5587/1894/23435/10615/1660/3320/5901/2932/1128/7430/10134/5116/5295/6844/11235/10541/2810/4946/7545/7494/1783/6653/22916/11052/1778/51614/7175/6993/83658/5962",32
